mnId,mnMonth,mnDay,mnSid,mnName,mnAlpha,mnFname,mnGender,mnDate,mnLoc,mnDisp,mnFlevel,mnFast,mnCollect,mnIndiv,mnIcon,mnFlag,mnSermonURL,mnSort
2152,7,1,101861,Martyr Potitus at Naples,POTITUS,Martyr Potitus at Naples,"",2nd century,Naples,"",0,0,1,1,"",0,,1000
2153,7,1,101862,Ven. Peter of Constantinople,PETER,Venerable Peter of Constantinople,m,854,Constantinople,"",0,0,1,1,"",0,,1000
2154,7,1,101863,St. Angelina of Serbia,ANGELINA,Saint Angelina of Serbia,"",16th century,Serbia,"",0,0,1,1,july/0701angelina.jpg,0,,1000
2155,7,1,101860,Translation of the Relics of Ven. John of Rila from Trnovo to Rila in Bulgaria,JOHN,Translation of the relics of Venerable John of Rila from Trnovo to Rila,"",1469,"Rila, Trnovo","",0,0,1,1,july/0701john-rila0004.jpg,0,,1000
2156,7,1,149010,St Leontius,LEONTIUS,"Saint Leontius of R&#259;d&#259;u&#355;i","",14th-15th century,"R&#259;d&#259;u&#355;i, Moldavia","",0,0,0,1,july/0701leontius-radautchi0020.jpg,0,,1000
2157,7,2,101866,"The Placing of the Honorable Robe of the Most-holy Mother of God at Blachern&aelig;",ROBE,The Placing of the Honorable Robe of the Most Holy Mother of God at Blachernae,"",5th century,"Blachernae, Constantinople","",0,0,1,1,july/0702depositionoftherobe.jpg,0,,1000
2158,7,2,101867,"St. Photius, Metropolitan of Kiev",PHOTIUS,"Saint Photius, Metropolitan of Kiev","",1431,"Kiev, Ukraine",1431,0,0,1,1,july/0702photius.jpg,0,,1000
2159,7,2,101868,"St. Juvenal, Patriarch of Jerusalem",JUVENAL,"Saint Juvenal, Patriarch of Jerusalem","",ca. 458,Jerusalem,"",0,0,1,1,"",0,,1000
2160,7,2,101869,Icon of the Mother of God of Akhtyr,ICON,Icon of the Mother of God of Akhtyr,"",1739,Akhtyr,"",0,0,0,1,july/0702axtiricon.jpg,0,,1000
2161,7,2,101870,Icon of the Mother of God of Pozhai,ICON,Icon of the Mother of God of Pozhai,"",17th century,Pozhai,"",0,0,0,1,"",0,,1000
2162,7,2,101871,Icon of the Mother of God of Theodotiev,ICON,Icon of the Mother of God of Theodotiev,"",1487,"Theodtevo, Ryazan","",0,0,0,1,"",0,,1000
2163,7,2,149011,St Stephen,STEPHEN,Saint Stephen the Great,"",15th-16th century,Moldavia,"",0,0,0,1,july/0702-steven-moldavia0020.jpg,0,,1000
2164,7,3,101872,"Martyr Hyacinth of C&aelig;sarea in Cappadocia",HYACINTHUS,"Martyr Hyacinth of Caesarea, in Cappadocia, and those with him",,108,"Caesarea, Cappadocia",,0,0,1,1,july/0703hyacinth.jpg,0,,1000
2165,7,3,101873,"Translation of the Relics of Hieromartyr Philip, Metropolitan of Moscow",PHILIP,"Translation of the relics of Hieromartyr Philip, Metropolitan of Moscow","",1652,"Moscow, Russia","",0,0,1,1,july/0703philip.jpg,0,,1000
2166,7,3,101874,"Ven. Anatoly (Anatolius) of the Kiev Caves (Near Caves&mdash;12th c.), and Ven. Anatoly (another), Recluse, of the Kiev Caves (Far Caves&mdash;13th c.)",ANATOLIUS,Venerable Anatolius of the Kiev Near Caves,m,12th century,"Kiev Caves, Near Caves",*,0,0,1,1,"",0,,1000
2167,7,3,101875,Venerable Anatolius,ANATOLIUS,Venerable Anatolius the Recluse of the Kiev Far Caves,m,13th century,"Kiev Caves, Far Caves","",0,0,0,1,"",0,,1000
2168,7,3,101876,"St. Vasily, Bishop of Riazan&rsquo;",BASIL,"Saint Basil, Bishop of Ryazan","",1295,Ryazan,"",0,0,1,1,july/0703basil-riazan.jpg,0,,1000
2169,7,3,101877,"Rt. Blv. Princes Vasily and Constantine of Yaroslavl&rsquo;",BASIL,Right-believing Princes Basil and Constantine Vsevolodovich of Yaroslavl,"",13th century,Yaroslavl,"",0,0,1,1,july/0703constantine.jpg,0,,1000
4363,7,19,100483,"St. Theodore of Edessa, Mesopotamia",THEODORE,"Saint Theodore of Edessa, Mesopotamia",m,848,Mesopotamia,"",0,0,1,1,july/0719theodore-edessa.jpg,0,,999
2171,7,3,101879,"Ven. John and Longinus, Wonderworkers of Yarensk",JOHN,"Venerable John, Wonderworker of Yarenga, Solovki",m,1544-45,"Solovki, Yarenga","Solov&eacute;tsky Monastery&mdash;1544-45",0,0,1,1,"",0,,1000
2172,7,3,101880,Venerable Longinus,LONGINUS,"Venerable Longinus, Wonderworker of Yarenga, Solovki",m,1544-45,"Solovki, Yarenga","",0,0,0,1,july/0703longinus-yargena.jpg,0,,1000
2173,7,3,101881,"Bl. John of Moscow, Fool-for-Christ",JOHN,Blessed John of Moscow the Fool-For-Christ,m,1589,"Moscow, Russia","",0,0,1,1,july/0703john-moskovskij.jpg,0,,1000
2174,7,3,101882,"Ven. Nicodim (Νikόdēmos), Abbot of Kozheyez&eacute;rsk",NIKODEMOS,"Venerable Νikόdēmos, Abbot of Kozhe Lake",m,1640,Kozhe Lake,"",0,0,1,1,july/0703nikodim-kozhe.jpg,0,,1000
4368,7,23,108985,St. Anna of Leukadio,ANNA,Saint Anna of Leukadio,f,840,Constantinople,"",0,0,0,1,"",0,,999
2180,7,3,101888,Martyrs Mark and Mocius,MARK,Martyrs Mark and Mocius,"",4th century,"","",0,0,0,1,july/0703mark-martyr.jpg,0,,1000
2181,7,3,101889,"St. Alexander, founder of the &ldquo;Unsleeping Ones&rdquo;",ALEXANDER,"Saint Alexander, founder of the Monastery of the &ldquo;Unsleeping Ones&rdquo;","",ca. 430,"Monastery of the &ldquo;Unsleeping Ones&rdquo;","",0,0,1,1,july/0703alexander-unsleeping.jpg,0,,1000
2182,7,3,101890,"St. Anatolius, Patriarch of Constantinople",ANATOLIUS,"Saint Anatolius, Patriarch of Constantinople","",458,Constantinople,"",0,0,1,1,july/0703anatolius-yakinthos-gerasimus.jpg,0,,1000
2183,7,3,101891,Monastic Martyr Gerasimus,GERASIMUS,Monastic Martyr Gerasimus the New of Carpenision,"",1812,Carpenision,"",0,0,1,1,july/0703anatolius-yakinthos-gerasimus.jpg,0,,1000
2184,7,3,101892,"Icon of the Mother of God, the &ldquo;MILK-GIVER&rdquo; of Chilandari Monastery on Mt. Athos",ICON,"Icon of the Mother of God the &ldquo;Milk-Giver&rdquo; of the Hilandar Monastery on Mount Athos","","","Hilandar Monastery, Mt Athos","",0,0,1,1,july/0703milkgiver.jpg,0,,1000
2185,7,3,205460,St George,GEORGE,Saint George the God-Bearer,"",1068,Georgia,"",0,0,0,1,july/0703-george-thegodbearer.jpg,0,,1000
2186,7,4,101894,"St. Andrew, Archbishop of Crete",ANDREW,"Saint Andrew, Archbishop of Crete","",712-726,Crete,712,0,0,1,1,july/0704andrewcrete.jpg,0,,1000
2187,7,4,101893,Ven. Andrei Rublev,ANDREW,Venerable Andrew Rublev the Iconographer,m,15th century,"Moscow, Russia",14th-15th c.,0,0,1,1,july/0704andrew-rublev0012.jpg,0,,1000
2188,7,4,101895,"Ven. Martha, mother of Ven. Simeon the Stylite",MARTHA,"Venerable Martha, mother of Venerable Simeon Stylites the Younger",f,551,"","the Younger&mdash;554",0,0,1,1,july/0704venerablemartha.jpg,0,,1000
2189,7,4,101896,Burial of St. Andrei Bogoliubsky,ANDREW,Burial of Saint Andrew the Prince,m,1174,"Kiev, Vladimir","",0,0,1,1,july/0704andreibogoloobsky.jpg,0,,1000
2190,7,4,101897,"Uncovering of the Relics of Ven. Evfimii (Euthymius), Archimandrite, of Suzdal&rsquo;",EUTHYMIUS,"Uncovering of the relics of Venerable Euthymius, Archimandrite of Suzdal","",1507,Suzdal,"",0,0,1,1,july/0704euthymiussuzdal.jpg,0,,1000
2191,7,4,101898,"Martyrs Theodotus and Theodotia at C&aelig;sarea in Cappadocia",THEODOTUS,"Martyr Theodotus and Theodotia at Caesarea, in Cappadocia","",108,"Caesarea, Cappadocia","",0,0,1,1,"",0,,1000
2193,7,4,101900,"Hieromartyr Theodore, Bishop of Cyrene in Libya and with him Martyrs Cyprilla, Aroa, and Lucia",THEODORE,"Hieromartyr Theodore, Bishop of Cyrene in Libya, and those with him","",310,"Libya, Cyrene","",0,0,1,1,"",0,,1000
2197,7,4,101904,"Ven. Tikhon, Vasily and Nikon, Monks, of Solov&eacute;tsky Monastery",TIKHON,"Venerable Tikhon, Vasily and Nikon, Monks of Solovki",m,16th century,Solovki,"",0,0,1,1,"",0,,1000
2200,7,4,101907,Icon of the Mother of God of Galatea,ICON,Icon of the Mother of God of Galatea,"","",Galatea,"",0,0,0,1,july/0704icon-galatea-mpoy0020.jpg,0,,1000
2201,7,4,108051,Hieromartyr Platon,PLATON,Hieromartyr Platon the Newmartyr of Banjaluka,"","",Serbia,"",0,0,0,1,april/0422platonjovanovic-bishopbanjaluka.jpg,0,,1000
2202,7,4,205319,Hieromartyr George,GEORGE,Hieromartyr George,"","",Serbia,"",0,0,0,1,"",0,,1000
2203,7,4,205382,St Savva,SAVVA,"Saint Savva, Bishop of Gornjikarlovci","","","Gornjikarlovci, Serbia","",0,0,0,1,july/0704savatrlajic-bishopgornjikarlovci.jpg,0,,1000
2204,7,5,101908,"Ven. Athanasius, Founder of the Great Lavra and C&oelig;nobitic Monasticism on Mt. Athos, and his six disciples",ATHANASIUS,"Venerable Athanasius, founder of the Great Lavra and Coenobitic Monasticism on Mount Athos, and his six disciples",m,1000,Mt. Athos,"",1,0,1,1,july/0705aathanasiusathos.jpg,0,,1000
2206,7,5,101910,"Uncovering of the Relics of Ven. Sergius (S&eacute;rgii) of R&aacute;donezh",SERGIUS,Uncovering of the relics of Venerable Sergius of Radonezh,"",1422,Radonezh,"",0,0,1,1,july/0705sergius.jpg,0,,1000
2207,7,5,101911,"Martyr Anna at Rome (304) and Martyr Cyrilla, of Cyrene in Libya, a widow",ANNA,Martyr Anna at Rome,"",304,Rome,"",0,0,1,1,"",0,,1000
2208,7,5,101912,Martyr Cyrilla,CYRILLA,"Martyr Cyrilla of Cyrene in Libya, a widow","",304,"Cyrene, Libya","",0,0,0,1,"",0,,1000
2209,7,5,101913,Ven. Lampados  of Irenopolis,LAMPADUS,Hieromartyr Lampados  of Irenopolis,"",10th century,Irenopolis,"",0,0,1,1,"",0,,1000
2210,7,5,101914,Hieromartyr Cyprian of Mt. Athos,CYPRIAN,Hieromartyr Cyprian of Mount Athos,m,1679,Mt. Athos,"",0,0,1,1,"",0,,1000
2211,7,5,101917,"&ldquo;Economissa&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Economissa&rdquo; Icon of the Mother of God ","","","","",0,0,0,1,july/0705icon-theotokos-mtathos-economissa.jpg,0,,1000
2212,7,6,101918,"Ven. Siso&euml;s the Great",SISOES,Venerable Sisoes the Great,m,429,Egypt,"",0,0,1,1,july/0706sisoeslucia.jpg,0,,1000
2213,7,6,101919,"Ven. Siso&euml;s, Schema-monk, of the Kiev Caves",SISOES,Venerable Sisoes the Schemamonk of the Kiev Far Caves,m,13th century,"Kiev Caves, Far Caves","Far Caves&mdash;13th c.",0,0,1,1,"",0,,1000
2214,7,6,101920,"Uncovering of the Relics of Holy Princess Juliana Ol&rsquo;sh&aacute;nskaya",JULIANA,Uncovering of the relics of Holy Princess Juliana Olshanskaya,"",16th century,Russia,"",0,0,1,1,"",0,,1000
2215,7,6,101921,"Martyrs Marinus and Martha, and their children, Audifax and Abbachum (Hab&aacute;kkuk) and those with them at Rome: Cyrinus, Valentine, and Asterius the Presbyter",MARINUS,"Martyr Marinus, his wife Martha, their children, and those with them at Rome","",269,Rome,"",0,0,1,1,"",0,,1000
4364,6,17,100317,Venerable Botolph of Iken,BOTOLPH,Venerable Botolph of Iken,m,7th century,England,"",0,0,1,1,june/0617stbotolph.jpg,0,,1000
4365,12,1,100343,Venerable Botolph of Iken,BOTOLPH,Venerable Botolph of Iken,m,7th century,England,"",0,0,1,1,june/0617stbotolph.jpg,0,,999
4366,6,25,100344,St. Moloug of Lismore,LISMORE,Saint Moloug of Lismore,m,530,England,,0,0,1,1,june/0625moloug-lismore.jpg,0,,1000
4367,6,17,100345,St. Hervius of Plouvien,HERVIUS,Saint Hervius of Plouvien,m,6th century,Brittany,"",0,0,1,1,"",0,,1000
2222,7,6,101928,"Martyrs Isaurius the Deacon, Innocent, Felix, Hermias, Basil, Peregrinus, Rufus, and Rufinus of Apollonia in Macedonia",ISAURIUS,Martyr Isaurius the Deacon of Apollonia in Macedonia and those with him,"",3rd century,"Macedonia, Apollonia","",0,0,1,1,"",0,,1000
2230,7,6,101936,Martyr Quintus of Phrygia,QUINTUS,Confessor and Wonderworker Quintus of Phrygia,,ca. 283,Phrygia,,0,0,1,1,,0,,1000
2231,7,6,101937,"Virgin Martyr Lucy, Martyr Rixius, and those with them at Rome: Martyrs Anthony, Lucian, Isidore, Dion, Diodorus, Cutonius, Arnosus, Capicus, Saturus (Satyrus), and others",LUCY,"Martyr Lucy, and those with her, at Rome","",301,Rome,"",0,0,1,1,july/0706sisoeslucia.jpg,0,,1000
2243,7,6,101949,"Synaxis of the Saints of R&aacute;donezh",SYNAXIS,Synaxis of the Saints of Radonezh,"","",Radonezh,"",0,0,1,1,july/0706radonezhsaints01.jpg,0,,1000
2244,7,7,101843,Ven. Thomas of Mount Maleos,THOMAS,Venerable Thomas of Mount Maleos,m,10th century,Mt. Maleon,,0,0,1,1,,0,,1000
2245,7,7,101951,"Ven. Acacius of Sinai, who is mentioned in <em>The Ladder</em>",ACACIUS,"Venerable Acacius of Sinai, who is mentioned in the Ladder",m,6th century,Sinai,"",0,0,1,1,november/1129akakios.jpg,0,,1000
2246,7,7,101952,"Ven. Eudoxia, in monasticism Euphrosyne, Grand Duchess of Moscow",EUDOKIA,"Venerable Eudokia (in monasticism Euphrosyne), Grand Duchess of Moscow",,1407,"Moscow, Russia",,0,0,1,1,july/0707eudoxia.jpg,0,,1000
2247,7,7,101953,"Martyrs Peregrinus, Lucian, Ompeius, Hesychius, Papius, Saturninus, and Germanus, of Dyrrachium in Macedonia",PEREGRINUS,"Martyrs Peregrinus, Lucian, Ompeius, Hesychius, Papius, Saturninus, and Germanus, of Dyrrachium in Macedonia","",2nd century,"Macedonia, Dyrrachium","",0,0,1,1,"",0,,1000
4362,6,28,100237,Hieromartyr Basil,BASIL,Hieromartyr Basil,m,1918,Perm,"",0,0,1,1,"",0,,1000
4359,6,23,100482,Nikḗtas of Thebes and those with him,NIKETAS,Nikḗtas of Thebes and those with him,m,11th century,"Heptapyle, Greece",,0,0,1,1,,0,,1000
2254,7,7,101962,"Martyr Evangelus, Bishop of Tomi (Constan&#x21b;a) in Romania",EVANGELICUS,"Martyr Evangelicus, Bishop of Tomis, Constan&#x21b;a in Romania","",3rd-4th century,"Tomis ?(Constan&#x21b;a), Romania","",0,0,1,1,"",0,,1000
2255,7,7,101963,Martyr Cyriaca of Nicomedia,KYRIAKE,Martyr Kyriake of Nicomedia,"",4th century,Nicomedia,"",0,0,1,1,july/0707kyriaki.jpg,0,,1000
2256,7,7,101964,"Translation of the &ldquo;Blachernae&rdquo; Icon of the Mother of God",ICON,"Translation of the &ldquo;Blachernae&rdquo; Icon of the Mother of God to Russia","",1654,"Constantinople, Russia","",0,0,0,1,july/0707icon-directress-blachernae-mpoy0020.jpg,0,,1000
2257,7,8,101965,The SITKA Icon of the Mother of God,ICON,"&ldquo;Our Lady of Sitka&rdquo; Icon of the Mother of God ","","","Alaska, Sitka, America, Kazan","",1,0,1,1,july/0708sitkaicon0001.jpg,0,,1000
2258,7,8,101966,"Holy Greatmartyr Procopius of C&aelig;sarea in Palestine",PROCOPIUS,"Greatmartyr Procopius of Caesarea, in Palestine",m,303,"Caesarea, Palestine","",0,0,1,1,july/0708aprocopius.jpg,0,,1000
2259,7,8,102283,"Righteous Prok&oacute;py, Fool-for-Christ, Wonderworker of Ustya ",PROCOPIUS,"Righteous Procopius the Fool-For-Christ and Wonderworker of Ustya, Vologda","",1303,"Ustya, Vologda","Vologd&aacute;&mdash;1303",0,0,1,1,july/0708prokopiuskohnofustyug.jpg,0,,1000
2260,7,8,101967,"Kazan Icons of the Mother of God in Kazan, St. Petersburg, and Moscow",ICON,"Kazan Icons of the Mother of God in Kazan, St. Petersburg, and Moscow",,1579,Kazan,,0,0,1,1,july/0708kazanicon.jpg,0,,1000
2261,7,8,101968,"The Weeping Novgorod Icon of the Mother of God, &ldquo;OF TENDER FEELING&rdquo;",ICON,"&ldquo;Tenderness&rdquo; Icon of the Mother of God in Novgorod","",14th century,Novgorod,"",0,0,1,1,july/0708tendernessicon.jpg,0,,1000
2262,7,8,101960,"Monastic Martyrs Epictetus and Astion, at Halmyris",EPICTETUS,"Monastic Martyrs Epictetus and Astion, at Halmyris","",209,"Halmyris, Scythia","",0,0,0,1,"",0,,1000
2264,7,8,101969,Miracle of the Annunciation Icon,ICON,Miracle of the Annunciation Icon of the Mother of God at Ustiug,"",1290,Ustiug,"",0,0,0,1,july/0708ustiugannunciation-icon.jpg,0,,1000
2265,7,8,108015,Venerable Theophilus,THEOPHILUS,Venerable Theophilus the Myrrhgusher of Macedonia,m,1548,Macedonia,"",0,0,0,1,"",0,,1000
2266,7,8,205383,Icon of the Mother of God of Tambov,ICON,Icon of the Mother of God of Tambov,"","",Tambov,"",0,0,0,1,july/0708tambovkazan.jpg,0,,1000
2267,7,8,205461,Royal Martyr Mirdat,MIRDAT,"Royal Martyr Mirdat, King of Kartli","",410,Georgia,"",0,0,0,1,july/0708mirdat mefe.jpg,0,,1000
2268,7,9,101970,"Hieromartyr Pancratius, Bishop of Taormina in Sicily",PANCRATIUS,"Hieromartyr Pancratius, Bishop of Taormina in Sicily","",1st century,"Sicily, Taormina","",0,0,1,1,july/0709pancratius.jpg,0,,1000
2269,7,9,101971,"Hieromartyr Cyril, Bishop of Gortyna in Crete",CYRIL,"Hieromartyr Cyril, Bishop of Gortyna in Crete",m,3rd-4th century,"Crete, Gortyna","",0,0,1,1,july/0709cyrillgortinski.jpg,0,,1000
2270,7,9,101972,"Martyrs Patermuthius, Coprius, and Alexander the Soldier, in Egypt",PATERMUTHIUS,"Martyrs Patermuthius, Coprius, and Alexander the Soldier, in Egypt","",361-363,Egypt,4th c.,0,0,1,1,july/0709patermuthius.jpg,0,,1000
2273,7,9,101975,"St. Theodore, Bishop of Edessa",THEODORE,"Saint Theodore, Bishop of Edessa",m,9th century,Edessa,"",0,0,1,1,july/0709theodore-bp-edessa.jpg,0,,1000
2276,7,9,101978,St Dionysios the Rhetorician and his disciple Saint Mētrophánēs,DIONYSIUS,Saint Dionysios the Rhetorician and his disciple Saint Mētrophánēs,m,1606,"Mt. Athos, St Anne Skete","Mt. Athos&mdash;1606",0,0,1,1,july/0709dionisios-oritor.mitrophane.jpg,0,,1000
4465,7,12,100401,Venerable Paisios of the Holy Mountain,PAISIOS,Venerable Paisios of the Holy Mountain,m,,Mount Athos,,1,0,1,1,,0,,999
2278,7,9,101980,Icon of the Mother of God of Koloch,ICON,Icon of the Mother of God of Koloch,"",1413,"Koloch, Smolensk","",0,0,0,1,july/0709kolochskayaicon.jpg,0,,1000
2279,7,9,101981,Icon of the Mother of God of Cyprus,ICON,Icon of the Mother of God of Cyprus,"","",Cyprus,"",0,0,0,1,september/0924icon-cyprus-wmaria-pelagia02.jpg,0,,1000
2280,7,10,101994,"Ven. Anthony of the Kiev Caves, Founder of Monasticism in Russia",ANTHONY,"Venerable Anthony of the Kiev Far Caves, Founder of Monasticism in Russia",m,1073,"Russia, Kiev Caves, Far Caves","",1,0,1,1,july/0710anthony-pechersk0012.jpg,0,,1000
2281,7,10,101984,"Holy 45 Martyrs at Nicopolis in Armenia, including Leontius, Maurice, Daniel, Anthony, Alexander, Sisinius, Meneus, and Belerad",45 MARTYRS,45 Holy Martyrs at Nicopolis in Armenia,"",ca. 319,"Armenia, Nicopolis","Verelad&mdash;ca. 319",0,0,1,1,july/0710martyrs.jpg,0,,1000
2290,7,10,101993,The Placing of the Honorable Robe of the Lord at Moscow,ROBE,The Placing of the Honorable Robe of the Lord at Moscow,"",1625,"Moscow, Russia","",0,0,1,1,july/0710robe-christ-moscow.jpg,0,,1000
2291,7,10,101995,"Ven. Silvanus, Schema-monk, of the Kiev Caves",SILVANUS,Venerable Silvanus the Schemamonk of the Kiev Far Caves,m,13th-14th century,"Kiev Caves, Far Caves","Far Caves&mdash;13th-14th c.",0,0,1,1,july/0710-silvanuskievcaves.jpg,0,,1000
2292,7,10,101996,Martyr Apollonius of Sardis,APOLLONIUS,Martyr Apollonius of Sardis,"",3rd century,Sardis,"",0,0,1,1,july/0710apollonius-antioch.jpg,0,,1000
2293,7,10,101997,Martyrs Bianor and Silvanus of Pisidia,BIANOR,Martyrs Bianor and Silvanus of Pisidia,"",4th century,Pisidia,"",0,0,1,1,"",0,,1000
2295,7,10,101999,"10,000 Fathers of the deserts and caves of Scete martyred by the impious Patriarch Theophilus of Alexandria","10,000 MARTYRS","10,000 Martyred Fathers of the Deserts and Caves of Scete by the Impious Patriarch Theophilus of Alexandria","",ca. 398,"Scete, Alexandria","",0,0,1,1,"",0,,1000
2296,7,10,102000,Martyr Νikόdēmos of Elbassan,NIKODEMOS,Martyr Νikόdēmos of Elbassan Albania,"",1722,"Albania, Elbassan","Albanian&mdash;1722",0,0,1,1,"",0,,1000
2297,7,10,102001,Monastic Martyr Nectarius of St. Anne Skete,NECTARIUS,Monastic Martyr Nectarius of Saint Anne Skete on Mount Athos,"",1820,"St Anne Skete, Mt Athos","Mt. Athos&mdash;1820",0,0,1,1,"",0,,1000
2298,7,10,101983,The KONEVSKAYA Icon of the Mother of God,ICON,Icon of the Mother of God of Konevits,"","",Konevits,"",0,0,1,1,july/0710konivetz.jpg,0,,1000
2299,7,10,169050,St Joseph,JOSEPH,"Saint Joseph, and his companions, of Damascus","",1860,"Damascus, Syria","",0,0,0,1,july/0710-joseph-damascus.jpg,0,,1000
2300,7,11,102002,Greatmartyr Euphemia the All-praised,EUPHEMIA,Greatmartyr Euphemia the All-praised,f,451,"","",0,0,1,1,july/0711euphemia.jpg,0,,1000
2301,7,11,102003,Equal-to-the-Apostles Blessed Great Princess Olga (in Holy Baptism Helen),OLGA,Equal-to-the-Apostles Blessed Great Princess Olga (in Holy Baptism Helen),,969,"Ukraine, Kiev",,0,0,1,1,july/0711olga04.jpg,0,,1000
2302,7,11,102004,"Hieromartyr Cindeus, Presbyter, of Pamphylia",KINDEOS,Hieromartyr Kindeos the Presbyter of Pamphylia,m,3rd-4th century,Pamphylia,,0,0,1,1,,0,,1000
2303,7,11,102005,Icon of the Mother of God of Rzhevsk,ICON,Icon of the Mother of God of Rzhevsk,"",1539,"Rzhevsk, Poltava","",0,0,0,1,july/0711sujaicon.jpg,0,,1000
2304,7,11,108016,New Monastic Martyr Νikόdēmos of Albania,NIKODEMOS,New Monastic Martyr Νikόdēmos of Albania,"",1722,Albania,"",0,0,0,1,"",0,,1000
2305,7,11,149025,Transfer of the Relics of St. Barbara,BARBARA,Transfer of the Relics of Saint Barbara,"",12th century,Kiev,"",0,0,0,1,"",0,,1000
2306,7,11,205398,Venerable Arcadius,ARCADIUS,Venerable Arcadius of Novotorsk,m,11th century,Novotorsk,"",0,0,0,1,july/0711arcadiusofnovytorzhok.jpg,0,,1000
2307,7,12,102008,Martyrs Proclus and Hilary of Ancyra,PROCLUS,Martyrs Proclus and Hilary of Ancyra,"",2nd century,Ancyra,"",0,0,1,1,july/0712proclus-hilary.jpg,0,,1000
2309,7,12,103802,Ven. Michael Maleinos,MICHAEL,Venerable Michael Maleinos,m,962,Cappadocia,,0,0,1,1,july/0712michael-milentias.jpg,0,,1000
2310,7,12,102009,"Martyrs Theodore and his son, John, of Kiev",THEODORE,"Martyrs Theodore and his son, John, of Kiev","",983,"Kiev, Ukraine","",0,0,1,1,july/0712theodore-john.jpg,0,,1000
2312,7,12,102011,"Ven. Arseny of Novgorod, Fool-for-Christ",ARSENIUS,Venerable Arsenius of Novgorod the Fool-For-Christ,m,1570,Novgorod,"",0,0,1,1,"",0,,1000
2313,7,12,102012,"Ven. Simon, Abbot of Volomsk",SIMON,"Venerable Simon, Abbot of Volomsk",m,1641,Volomsk,"",0,0,1,1,july/0712simon.volomsk.jpg,0,,1000
2314,7,12,102013,"Martyr Golinduc (in Baptism Mary), of Persia",GOLINDUC,"Martyr Golinduc (in Baptism Mary), of Persia","",591,Persia,"",0,0,1,1,"",0,,1000
2315,7,12,102014,"Ven. John (998) and Gabriel, of the Holy Mountain",JOHN,Venerable John the Georgian of Mount Athos,m,998,"Georgia, Mt. Athos",Georgian,0,0,1,1,july/0712john-georgia.jpg,0,,1000
